SID,DAY,OPENINGTIME,CLOSINGTIME
1724,6,16:30,18:30
1725,0,00:00,23:59
1725,2,12:45,19:15
1725,1,8:00,9:30
1725,3,17:45,19:00
1725,4,11:00,18:00
1725,5,16:00,21:45
1725,6,10:00,22:15
1726,0,00:00,23:59
1726,2,13:30,23:59
1726,3,00:00,12:00
1726,1,13:15,15:15
1726,3,11:45,22:30
1726,4,15:00,23:59
1726,5,00:00,12:00
1726,5,9:15,11:00
1726,6,9:15,11:00
1727,0,00:00,23:59
1727,5,14:45,23:59
1727,6,00:00,2:45
1727,1,8:45,22:45
1727,3,8:45,22:45
1727,2,6:15,15:45
1727,4,13:30,17:00
1727,6,8:00,22:30
1728,0,9:30,23:59
1728,1,00:00,1:45
1728,1,13:15,22:45
1728,2,13:15,22:45
1728,4,8:30,23:59
1728,5,00:00,2:15
1729,0,11:15,15:00
1729,1,7:15,21:30
1729,4,7:15,21:30
1729,2,10:15,22:45
1729,3,12:45,23:45
1729,5,13:00,23:59
1729,6,00:00,12:15
1729,6,5:45,15:15
1730,0,00:00,23:59
1730,3,15:15,23:59
1730,4,00:00,1:15
1730,1,8:00,19:30
1730,2,7:45,21:15
1730,4,13:30,23:59
1730,5,00:00,3:00
1730,5,13:30,23:59
1730,6,00:00,3:00
1730,6,9:30,16:15
1731,6,10:30,22:45
1731,0,10:30,22:45
1731,2,15:30,22:15
1731,3,10:45,17:30
1731,4,15:15,20:15
1731,5,9:45,19:30
1732,0,14:30,19:00
1732,1,9:45,11:00
1732,2,9:15,22:45
1732,3,13:45,23:59
1732,4,00:00,3:30
1732,4,13:45,23:59
1732,5,00:00,3:30
1732,5,13:45,23:59
1732,6,00:00,2:45
1732,6,9:30,10:30
1733,0,00:00,23:59
1733,5,17:00,23:59
1733,6,00:00,3:30
1733,1,17:30,23:59
1733,2,00:00,1:45
1733,2,16:00,21:15
1733,3,16:30,23:59
1733,4,00:00,3:45
1733,4,11:00,17:30
1733,6,13:45,19:30
1734,0,00:00,23:59
1734,4,5:15,23:59
1734,5,00:00,2:00
1734,1,17:30,18:00
1734,6,17:30,18:00
1734,2,14:45,23:59
1734,3,00:00,2:15
1734,3,14:45,23:59
1734,4,00:00,2:15
1734,5,11:45,12:00
1735,0,00:00,23:59
1735,1,00:00,23:59
1735,5,16:30,23:59
1735,6,00:00,3:00
1735,2,10:30,17:15
1735,3,13:00,23:59
1735,4,00:00,1:00
1735,4,5:30,13:15
1735,6,14:30,15:30
1736,0,00:00,23:59
1736,2,7:15,23:59
1736,3,00:00,1:30
1736,1,8:00,11:00
1736,3,11:00,17:45
1736,4,16:30,20:45
1736,5,17:15,23:59
1736,6,00:00,1:45
1736,6,7:00,12:30
1737,0,17:15,23:59
1737,1,00:00,12:30
1737,1,17:15,23:59
1737,2,00:00,12:30
1737,2,6:15,17:45
1737,3,11:00,16:30
1737,6,11:00,16:30
1737,4,13:30,20:45
1737,5,11:45,22:15
1738,0,15:30,17:00
1738,1,17:15,18:00
1738,2,8:45,10:15
1738,3,7:45,11:00
1738,4,8:45,12:30
1738,5,15:45,20:00
1738,6,8:45,13:45
1739,0,14:15,22:30
1739,1,14:30,15:00
1739,4,14:30,15:00
1739,2,15:15,23:59
1739,3,00:00,2:30
1740,0,17:45,22:00
1740,3,12:15,23:59
1740,4,00:00,3:30
1740,4,14:45,23:59
1740,5,00:00,3:30
1740,6,6:30,13:15
1741,0,10:15,19:00
1741,1,9:45,17:45
1741,2,14:30,23:59
1741,3,00:00,1:45
1741,6,14:30,23:59
1741,0,00:00,1:45
1741,3,6:45,16:30
1741,4,6:45,16:30
1741,5,15:00,23:15
1742,0,00:00,23:59
1742,2,00:00,23:59
1742,4,5:15,17:45
1742,5,5:15,17:45
1742,1,6:45,14:45
1742,3,7:45,13:15
1742,6,10:15,11:00
1743,0,00:00,23:59
1743,5,9:15,23:59
1743,6,00:00,1:15
1743,1,15:30,16:00
1743,2,6:30,23:59
1743,3,00:00,1:45
1743,3,5:15,12:45
1743,4,13:45,23:59
1743,5,00:00,3:30
1743,6,8:00,22:00
1744,0,7:15,9:45
1744,1,7:15,9:45
1744,2,5:45,10:00
1744,3,8:00,9:30
1744,4,8:00,9:30
1744,5,5:00,10:30
1744,6,7:45,8:45
1745,0,7:45,14:45
1745,1,5:45,11:30
1745,2,7:15,11:00
1745,3,13:30,20:00
1745,4,6:15,18:15
1745,6,6:15,18:15
1745,5,7:00,23:59
1745,6,00:00,3:00
1746,0,00:00,23:59
1746,3,6:00,23:30
1746,1,7:45,14:30
1746,2,5:00,10:15
1746,4,15:00,19:30
1746,5,13:45,23:59
1746,6,00:00,2:45
1746,6,13:15,23:59
1746,0,00:00,12:30
1747,0,00:00,23:59
1747,1,00:00,23:59
1747,3,6:15,15:45
1747,2,16:30,18:15
1747,4,8:15,9:45
1747,5,8:15,17:00
1747,6,13:15,20:00
1748,0,17:15,23:15
1748,1,10:45,23:59
1748,2,00:00,3:45
1748,5,10:45,23:59
1748,6,00:00,3:45
1748,2,17:30,18:00
1748,3,14:30,23:30
1748,4,17:45,18:00
1748,6,9:15,23:59
1748,0,00:00,2:30
1749,0,00:00,23:59
1749,3,6:30,16:45
1749,1,6:15,17:00
1749,2,13:45,14:45
1749,4,6:00,18:15
1749,5,5:00,12:15
1749,6,12:45,23:59
1749,0,00:00,12:00
1750,0,6:15,23:59
1750,1,00:00,2:30
1750,1,7:00,15:45
1750,2,7:00,15:45
1750,3,16:15,18:30
1750,4,16:15,18:30
1750,5,10:15,22:30
1750,6,17:45,23:45
1751,0,10:45,13:15
1751,1,17:15,18:15
1751,6,17:15,18:15
1751,2,7:45,15:15
1751,3,7:30,20:30
1751,4,16:15,23:59
1751,5,00:00,1:45
1751,5,9:15,22:00
1752,0,10:00,15:00
1752,1,11:00,15:45
1752,2,12:00,22:30
1752,4,12:00,22:30
1752,3,17:15,23:15
1752,5,13:30,21:00
1752,6,12:00,19:00
1753,6,10:30,12:00
1753,1,13:30,20:15
1753,2,10:30,12:15
1753,3,10:30,12:15
1753,4,14:45,19:00
1753,5,16:15,23:30
1754,0,14:15,23:59
1754,1,00:00,3:15
1754,1,14:15,23:59
1754,2,00:00,3:15
1754,2,15:00,19:15
1754,3,17:45,23:59
1754,4,00:00,3:30
1754,4,17:45,23:59
1754,5,00:00,3:30
1754,5,7:45,21:00
1754,6,14:15,19:45
1755,0,00:00,23:59
1755,2,16:00,21:00
1755,3,14:30,22:45
1755,6,6:15,23:59
1755,0,00:00,2:45
1756,0,6:15,9:30
1756,1,6:15,9:30
1756,2,6:15,9:30
1756,3,17:15,20:00
1756,4,11:30,23:59
1756,5,00:00,2:00
1756,5,10:45,23:59
1756,6,00:00,2:00
1756,6,13:00,14:45
1757,0,10:45,11:30
1757,1,14:00,16:45
1757,2,5:15,10:45
1757,5,5:15,10:45
1757,3,14:30,23:59
1757,4,00:00,2:15
1757,4,9:30,13:15
1757,6,6:00,15:30
1758,6,13:00,23:59
1758,0,00:00,1:15
1758,0,13:00,23:59
1758,1,00:00,1:15
1758,2,5:30,12:15
1758,3,17:45,23:45
1758,4,8:45,14:45
1758,5,7:15,12:00
1759,0,17:45,23:59
1759,1,00:00,1:45
1759,1,17:45,23:59
1759,2,00:00,1:45
1759,2,9:45,13:30
1759,3,9:45,13:30
1759,4,12:45,17:15
1759,5,7:00,22:30
1759,6,8:30,23:59
1759,0,00:00,3:45
1760,0,16:30,23:59
1760,1,00:00,12:45
1760,1,10:15,20:00
1760,2,10:15,20:00
1760,3,14:00,23:59
1760,4,00:00,12:15
1760,4,12:30,20:45
1760,5,14:30,23:15
1760,6,10:15,14:00
1761,0,00:00,23:59
1761,3,7:15,23:59
1761,4,00:00,3:45
1761,1,8:00,23:59
1761,2,00:00,1:30
1761,6,8:00,23:59
1761,0,00:00,1:30
1761,2,7:15,23:59
1761,3,00:00,3:15
1761,4,13:15,20:15
1761,5,7:15,23:59
1761,6,00:00,3:00
1762,0,7:00,20:45
1762,1,6:00,16:15
1762,2,13:30,19:00
1762,3,7:15,16:45
1762,6,7:15,16:45
1762,4,8:00,10:15
1762,5,9:00,11:00
1763,0,6:30,8:15
1763,1,16:15,23:59
1763,2,00:00,12:15
1763,2,16:30,20:45
1763,5,16:30,20:45
1763,3,7:30,9:30
1763,4,7:30,9:30
1763,6,10:00,11:00
1764,0,00:00,23:59
1764,2,14:45,23:59
1764,3,00:00,2:00
1764,1,6:15,11:45
1764,3,6:15,11:45
1764,4,15:15,23:59
1764,5,00:00,3:45
1764,5,7:30,23:59
1764,6,00:00,1:30
1764,6,11:15,16:00
1765,0,6:30,22:30
1765,1,13:15,19:45
1765,2,8:15,9:00
1765,3,12:15,13:00
1765,4,9:45,17:45
1765,5,9:45,16:30
1765,6,6:30,13:00
1766,0,00:00,23:59
1766,1,00:00,23:59
1766,3,11:00,18:45
1766,2,16:30,20:45
1766,4,9:15,10:00
1766,5,17:00,23:30
1766,6,5:45,10:15
1767,0,00:00,23:59
1767,5,15:00,16:15
1767,1,6:00,19:00
1767,2,11:45,20:15
1767,3,15:30,21:00
1767,4,9:00,11:00
1767,6,15:00,22:30
1768,0,10:15,11:15
1768,1,11:30,14:45
1768,2,11:30,14:45
1768,3,11:30,14:45
1768,4,11:30,14:45
1768,5,8:15,14:30
1768,6,5:30,23:59
1768,0,00:00,1:30
1769,0,00:00,23:59
1769,1,00:00,23:59
1769,4,15:30,23:15
1769,2,14:45,19:45
1769,3,7:45,13:00
1769,5,16:00,23:15
1769,6,10:15,22:15
1770,0,00:00,23:59
1770,4,13:15,23:59
1770,5,00:00,1:30
1770,1,15:45,17:00
1770,2,15:45,17:00
1770,3,16:00,19:15
1770,5,7:30,17:15
1770,6,15:00,23:00
1771,0,11:00,12:15
1771,3,16:00,23:59
1771,4,00:00,1:30
1771,5,17:15,19:30
1771,6,17:15,19:30
1772,0,9:00,12:45
1772,1,11:30,15:15
1772,2,11:30,15:15
1772,3,11:45,21:15
1772,4,13:15,23:59
1772,5,00:00,12:45
1772,5,14:15,23:59
1772,6,00:00,2:15
1772,6,12:30,22:30
1773,0,00:00,23:59
1773,5,11:30,14:00
1773,1,16:45,21:45
1773,4,16:45,21:45
1773,2,6:00,9:30
1773,3,14:00,23:59
1773,4,00:00,3:45
1773,6,15:45,21:15
1774,0,00:00,23:59
1774,5,5:00,16:45
1774,1,9:45,10:45
1774,2,13:30,16:30
1774,3,8:45,14:15
1774,4,17:00,20:30
1774,6,5:30,23:59
1774,0,00:00,3:00
1775,0,00:00,23:59
1775,2,14:00,23:45
1775,1,5:00,19:15
1775,6,5:00,19:15
1775,3,10:45,19:30
1775,4,11:00,12:00
1775,5,8:30,19:00
1776,0,00:00,23:59
1776,2,9:15,10:45
1776,1,13:00,17:15
1776,3,17:30,22:45
1776,4,17:30,22:45
1776,5,17:30,22:45
1776,6,12:00,23:15
1777,6,00:00,23:59
1777,3,14:15,17:00
1777,1,12:45,23:59
1777,2,00:00,12:00
1777,2,7:30,20:45
1777,4,14:30,21:15
1777,5,15:00,23:00
1778,0,00:00,23:59
1778,4,9:30,13:15
1778,1,11:45,20:00
1778,2,11:45,20:00
1778,3,12:15,23:59
1778,4,00:00,3:15
1778,6,12:15,23:59
1778,0,00:00,3:15
1778,5,16:45,23:59
1778,6,00:00,12:45
1779,0,14:15,23:59
1779,1,00:00,12:45
1779,1,14:15,23:59
1779,2,00:00,12:45
1779,2,15:30,23:30
1779,3,14:00,18:45
1779,4,7:00,23:59
1779,5,00:00,1:45
1779,5,7:45,23:59
1779,6,00:00,2:00
1779,6,7:45,23:59
1779,0,00:00,2:00
1780,6,11:30,20:30
1780,0,11:30,20:30
1780,1,11:30,20:30
1780,3,14:15,23:59
1780,4,00:00,3:30
1780,4,16:30,17:45
1780,5,11:15,14:45
1781,0,14:15,23:59
1781,1,00:00,3:15
1781,1,14:15,23:59
1781,2,00:00,3:15
1781,2,17:15,23:59
1781,3,00:00,3:00
1781,3,7:00,8:15
1781,6,7:00,8:15
1781,4,9:00,16:30
1781,5,11:15,21:30
1782,0,00:00,23:59
1782,3,10:00,20:30
1782,1,12:15,23:59
1782,2,00:00,2:30
1782,2,8:15,23:59
1782,3,00:00,3:15
1782,4,6:00,10:00
1782,5,11:00,21:15
1782,6,7:45,14:30
1783,0,14:15,23:59
1783,1,00:00,12:30
1783,1,14:15,23:59
1783,2,00:00,1:45
1783,2,7:00,20:00
1783,6,7:00,20:00
1783,3,16:15,20:00
1783,4,16:15,20:00
1783,5,12:00,23:59
1783,6,00:00,3:15
1784,0,8:15,19:45
1784,1,8:15,19:45
1784,2,10:15,12:00
1784,5,10:15,12:00
1784,3,13:15,20:45
1784,4,6:00,16:00
1784,6,5:45,10:30
1785,0,00:00,23:59
1785,3,00:00,23:59
1785,5,5:30,23:59
1785,6,00:00,3:30
1785,1,16:30,22:00
1785,2,16:30,22:00
1785,4,5:15,23:59
1785,5,00:00,2:45
1785,6,5:15,23:59
1785,0,00:00,2:45
1786,0,00:00,23:59
1786,4,14:15,15:45
1786,5,14:15,15:45
1786,1,16:00,20:30
1786,2,16:00,20:30
1786,3,17:45,23:00
1786,6,12:30,22:30
1787,0,10:15,22:15
1787,1,9:00,23:59
1787,2,00:00,1:30
1787,2,9:00,23:59
1787,3,00:00,1:30
1787,3,11:00,17:00
1787,4,10:15,23:45
1787,5,10:30,22:00
1787,6,10:45,14:00
1788,0,12:00,23:59
1788,1,00:00,2:45
1788,1,12:00,23:59
1788,2,00:00,2:45
1788,2,12:00,23:59
1788,3,00:00,2:45
1788,3,15:45,19:00
1788,4,16:00,23:59
1788,5,00:00,2:45
1788,5,15:30,23:59
1788,6,00:00,12:00
1788,6,14:30,23:15
1789,0,00:00,23:59
1789,1,00:00,23:59
1789,3,8:45,13:30
1789,2,17:30,23:00
1789,4,8:15,10:45
1789,5,9:00,12:00
1789,6,15:15,23:59
1789,0,00:00,2:00
1790,0,10:45,23:59
1790,1,00:00,2:30
1790,1,17:15,23:59
1790,2,00:00,12:00
1790,2,7:30,19:45
1790,3,9:15,15:45
1790,4,12:30,23:59
1790,5,00:00,12:00
1790,5,13:15,19:15
1790,6,15:15,16:15
1791,0,5:30,23:59
1791,1,00:00,2:15
1791,1,5:30,23:59
1791,2,00:00,2:15
1791,2,9:30,11:30
1791,3,9:30,11:30
1791,4,17:45,22:45
1791,5,15:30,23:59
1791,6,00:00,1:00
1791,6,9:00,23:45
1792,0,7:15,12:15
1792,1,15:00,23:59
1792,2,00:00,3:00
1792,6,15:00,23:59
1792,0,00:00,3:00
1792,2,11:45,23:59
1792,3,00:00,1:45
1792,3,11:30,19:45
1792,4,11:30,23:00
1792,5,10:45,23:00
1793,0,5:45,10:15
1793,1,5:45,10:15
1793,2,7:45,12:00
1793,3,15:15,23:59
1793,4,00:00,2:30
1793,4,15:15,23:59
1793,5,00:00,2:30
1793,5,8:45,16:15
1793,6,5:00,23:45
1794,0,11:15,20:30
1794,1,14:45,23:59
1794,2,00:00,12:30
1794,4,14:45,23:59
1794,5,00:00,12:30
1794,2,14:15,16:15
1794,3,14:15,16:15
1794,5,11:30,23:59
1794,6,00:00,3:45
1794,6,11:30,23:59
1794,0,00:00,3:45
1795,6,10:15,17:15
1795,1,11:15,13:30
1795,2,8:00,23:59
1795,3,00:00,2:45
1795,3,8:15,20:00
1795,4,14:00,15:00
1795,5,5:15,15:45
1796,0,00:00,23:59
1796,1,00:00,23:59
1796,5,8:15,16:15
1796,2,9:15,16:15
1796,3,9:15,16:15
1796,4,7:00,15:00
1796,6,5:00,6:00
1797,0,8:00,13:00
1797,1,17:15,23:59
1797,2,00:00,12:15
1797,2,13:00,20:45
1797,3,9:30,17:15
1797,4,14:45,23:59
1797,5,00:00,1:00
1797,5,6:45,12:30
1797,6,17:45,23:59
1797,0,00:00,1:00
1798,0,17:30,23:59
1798,1,00:00,12:45
1798,1,7:45,23:59
1798,2,00:00,2:30
1798,2,15:45,22:45
1798,3,9:30,18:00
1798,4,6:00,11:30
1798,6,6:00,11:30
1798,5,10:15,13:15
1799,0,6:00,23:59
1799,1,00:00,3:00
1799,1,7:00,15:45
1799,2,5:30,8:45
1799,3,15:15,23:59
1799,4,00:00,1:45
1799,4,15:15,23:59
1799,5,00:00,1:45
1799,5,12:15,19:15
1799,6,5:45,9:45
1800,0,14:30,23:59
1800,1,00:00,2:00
1800,1,11:30,13:30
1800,2,16:00,23:59
1800,3,00:00,2:30
1800,3,12:30,23:59
1800,4,00:00,3:15
1800,4,11:30,17:00
1800,5,5:45,19:30
1800,6,14:15,18:00
1801,0,8:15,23:59
1801,1,00:00,2:30
1801,1,12:00,14:15
1801,4,12:00,14:15
1801,2,8:45,15:45
1801,3,7:15,12:45
1801,5,7:15,12:45
1801,6,5:15,22:00
1802,0,12:00,16:15
1802,1,12:30,23:59
1802,2,00:00,1:45
1802,2,12:30,23:59
1802,3,00:00,1:45
1802,3,5:45,23:30
1802,4,13:30,15:15
1802,5,5:45,23:59
1802,6,00:00,3:15
1802,6,6:45,18:45
1803,0,7:45,21:00
1803,1,12:45,23:59
1803,2,00:00,2:00
1803,2,11:45,15:00
1803,3,8:45,14:30
1803,4,8:45,14:30
1803,5,17:30,19:00
1803,6,11:30,20:45
1804,0,5:30,16:00
1804,1,17:15,20:00
1804,2,8:45,14:45
1804,3,13:15,23:59
1804,4,00:00,1:45
1804,4,9:30,13:00
1804,5,14:30,22:30
1804,6,15:15,23:59
1804,0,00:00,3:00
1805,0,7:15,12:45
1805,1,7:15,12:45
1805,2,7:15,12:45
1805,3,17:30,19:15
1805,4,5:15,13:45
1805,5,15:30,19:15
1805,6,17:30,20:45
1806,0,9:30,17:00
1806,1,9:00,21:00
1806,2,8:45,10:00
1806,6,8:45,10:00
1806,3,8:00,11:15
1806,4,8:00,11:15
1806,5,15:45,23:59
1806,6,00:00,1:30
1807,0,14:30,23:59
1807,1,00:00,12:15
1807,1,9:15,16:00
1807,2,17:00,23:59
1807,3,00:00,3:30
1807,3,15:45,23:59
1807,4,00:00,3:45
1807,5,15:45,23:59
1807,6,00:00,3:45
1807,4,10:00,14:15
1807,6,8:15,17:30
1808,0,00:00,23:59
1808,4,12:45,14:30
1808,5,12:45,14:30
1808,1,11:00,16:45
1808,3,11:00,16:45
1808,2,16:30,23:59
1808,3,00:00,1:00
1808,6,8:00,21:30
1809,0,00:00,23:59
1809,3,14:00,20:45
1809,4,14:00,20:45
1809,1,15:30,23:59
1809,2,00:00,12:15
1809,2,15:30,23:59
1809,3,00:00,12:15
1809,5,17:15,19:45
1809,6,11:00,18:15
1810,0,00:00,23:59
1810,5,8:45,15:00
1810,1,5:45,23:15
1810,2,11:00,22:30
1810,4,11:00,22:30
1810,3,8:30,23:15
1810,6,10:30,23:59
1810,0,00:00,3:45
1811,0,8:30,18:45
1811,1,12:15,16:30
1811,2,7:15,17:00
1811,5,15:45,21:30
1812,0,13:15,16:00
1812,1,17:15,23:00
1812,2,17:15,23:00
1812,3,9:45,20:30
1812,5,9:45,20:30
1812,4,15:30,16:00
1812,6,12:30,23:59
1812,0,00:00,2:30
1813,0,10:30,19:15
1813,1,7:45,23:15
1813,2,6:00,21:00
1813,3,6:00,21:00
1813,4,11:45,14:45
1813,5,6:45,15:00
1813,6,9:30,19:45
1814,0,9:45,18:00
1814,1,5:15,11:30
1814,2,9:00,18:45
1814,3,9:00,18:45
1814,4,9:00,18:45
1814,5,8:15,14:00
1814,6,14:00,23:00
1815,0,00:00,23:59
1815,3,15:15,23:59
1815,4,00:00,3:15
1815,1,13:00,14:15
1815,2,8:15,17:45
1815,4,11:45,23:59
1815,5,00:00,1:15
1815,5,6:15,19:30
1815,6,6:15,10:00
1816,0,00:00,23:59
1816,5,7:15,11:45
1816,1,16:15,19:00
1816,3,16:15,19:00
1816,2,11:30,14:15
1816,4,10:15,14:15
1816,6,10:45,17:15
1817,0,13:00,21:30
1817,2,11:30,18:00
1817,3,11:30,18:00
1817,4,5:30,23:59
1817,5,00:00,2:00
1818,0,11:45,15:30
1818,2,6:45,21:30
1818,3,17:00,19:45
1818,4,12:45,14:30
1819,0,11:30,22:15
1819,1,7:00,14:15
1819,4,7:00,14:15
1819,2,15:00,19:00
1819,3,6:45,23:59
1819,4,00:00,1:00
1819,6,6:45,23:59
1819,0,00:00,1:00
1819,5,14:00,20:45
1820,0,00:00,23:59
1820,3,16:00,23:59
1820,4,00:00,1:00
1820,4,16:00,23:59
1820,5,00:00,1:00
1820,1,13:30,20:00
1820,2,13:30,20:00
1820,5,14:30,18:15
1820,6,11:00,20:15
1821,0,00:00,23:59
1821,2,13:00,19:30
1821,1,9:30,18:45
1821,3,6:45,19:45
1821,4,5:45,20:45
1821,5,13:30,19:45
1821,6,11:00,18:15
1822,0,15:30,23:59
1822,1,00:00,1:45
1822,1,15:30,23:59
1822,2,00:00,1:45
1822,2,15:45,20:00
1822,3,15:45,20:00
1822,4,5:00,17:30
1822,5,11:00,12:15
1822,6,16:15,23:59
1822,0,00:00,3:15
1823,0,14:00,17:45
1823,1,5:30,7:00
1823,2,5:30,7:00
1823,3,8:15,16:45
1823,4,14:45,20:15
1823,5,16:45,22:15
1823,6,7:15,12:30
1824,0,10:30,22:15
1824,1,5:30,22:45
1824,2,11:30,22:30
1824,5,11:30,22:30
1824,3,7:30,22:45
1824,4,10:45,15:30
1824,6,17:15,22:00
1825,0,12:30,12:30
1825,1,17:45,19:30
1825,2,9:15,14:00
1825,3,9:45,19:15
1825,4,9:45,19:15
1825,5,8:00,18:15
1825,6,11:45,19:15
1826,0,14:15,15:00
1826,1,10:45,18:45
1826,2,10:45,18:45
1826,3,17:15,19:45
1826,4,14:15,23:59
1826,5,00:00,1:45
1826,5,6:15,23:59
1826,6,00:00,2:00
1826,6,12:15,22:45
1827,0,17:30,18:15
1827,1,16:00,19:30
1827,6,16:00,19:30
1827,2,10:30,21:45
1827,3,14:45,15:00
1827,5,14:45,15:00
1827,4,16:30,18:15
1828,0,6:30,23:59
1828,1,00:00,3:00
1828,1,13:30,23:59
1828,2,00:00,2:30
1828,2,15:00,23:59
1828,3,00:00,2:15
1828,3,7:15,19:15
1828,4,11:00,19:45
1828,5,9:00,23:59
1828,6,00:00,3:15
1828,6,8:15,11:30
1829,0,00:00,23:59
1829,1,00:00,23:59
1829,3,16:00,23:59
1829,4,00:00,1:30
1829,2,10:00,11:45
1829,4,9:00,18:45
1829,5,5:30,10:15
1829,6,5:45,7:00
1830,0,16:30,17:30
1830,1,7:00,11:30
1830,3,7:00,11:30
1830,2,7:00,16:30
1830,4,9:30,21:00
1830,5,15:15,22:30
1830,6,10:45,23:59
1830,0,00:00,1:00
1831,0,14:30,23:45
1831,1,11:30,12:15
1831,2,9:15,12:30
1831,4,9:15,12:30
1831,3,7:00,9:00
1831,5,13:00,22:45
1831,6,11:00,23:59
1831,0,00:00,3:15
1832,0,00:00,23:59
1832,2,11:00,23:59
1832,3,00:00,3:15
1832,1,15:15,17:45
1832,3,17:15,23:45
1832,4,9:15,14:45
1832,5,15:30,18:30
1832,6,7:30,23:59
1832,0,00:00,1:30
1833,0,17:45,23:59
1833,1,00:00,3:45
1833,1,10:15,22:45
1833,2,9:30,12:00
1833,3,15:15,20:00
1833,4,14:30,22:45
1833,5,5:15,6:45
1833,6,11:45,13:15
1834,0,9:00,12:30
1834,1,5:15,11:15
1834,2,5:15,11:15
1834,3,7:15,18:30
1834,4,16:45,23:59
1834,5,00:00,12:00
1834,5,8:00,23:59
1834,6,00:00,1:15
1834,6,6:45,17:15
1835,6,12:45,16:15
1835,1,16:30,18:45
1835,5,16:30,18:45
1835,2,17:30,23:30
1835,3,14:00,23:59
1835,4,00:00,1:45
1835,4,17:15,22:45
1836,0,8:30,13:30
1836,1,17:00,22:15
1836,2,8:15,18:15
1836,3,13:15,23:59
1836,4,00:00,2:15
1836,4,17:45,19:30
1836,5,9:15,20:00
1836,6,13:30,19:45
1837,0,16:30,23:59
1837,1,00:00,3:30
1837,1,7:00,22:45
1837,2,7:00,22:45
1837,3,6:30,8:45
1837,4,17:30,23:59
1837,5,00:00,12:00
1837,5,12:15,14:30
1837,6,5:30,23:59
1837,0,00:00,3:00
1838,0,10:15,13:15
1838,1,10:15,13:15
1838,2,5:45,20:45
1838,3,14:45,23:59
1838,4,00:00,3:00
1838,5,14:45,23:59
1838,6,00:00,3:00
1838,4,12:00,16:00
1838,6,10:15,12:45
1839,0,15:30,21:00
1839,1,10:45,18:15
1839,4,10:45,18:15
1839,2,12:45,23:59
1839,3,00:00,3:00
1839,3,16:30,21:15
1839,5,11:00,12:00
1839,6,17:45,23:59
1839,0,00:00,1:00
1840,0,13:45,23:59
1840,1,00:00,12:00
1840,1,13:45,23:59
1840,2,00:00,12:00
1840,2,7:30,23:45
1840,3,8:30,23:30
1840,4,10:30,12:30
1840,5,9:30,12:15
1840,6,6:30,22:30
1841,0,00:00,23:59
1841,2,5:15,14:45
1841,5,8:00,18:15
1841,6,5:30,23:59
1841,0,00:00,2:00
1842,0,7:30,17:00
1842,1,9:30,14:45
1842,4,5:15,23:59
1842,5,00:00,1:15
1842,5,17:30,23:59
1842,6,00:00,1:15
1843,0,12:30,23:59
1843,1,00:00,3:45
1843,3,13:15,17:15
1843,4,11:45,19:15
1843,5,16:45,23:59
1843,6,00:00,12:45
1844,0,10:45,22:15
1844,1,8:30,22:00
1844,2,7:30,21:45
1844,3,10:15,23:59
1844,4,00:00,3:00
1844,4,5:15,12:00
1844,6,5:15,12:00
1844,5,11:45,22:00
1845,0,5:30,20:45
1845,1,7:00,19:30
1845,2,7:00,19:30
1845,3,16:45,22:15
1845,4,16:45,22:15
1845,5,11:00,23:59
1845,6,00:00,2:15
1845,6,10:00,23:59
1845,0,00:00,2:45
1846,6,12:15,23:59
1846,0,00:00,3:15
1846,0,12:15,23:59
1846,1,00:00,3:15
1846,2,8:45,11:15
1846,3,12:30,17:30
1846,4,12:30,17:30
1846,5,12:30,17:30
1847,0,17:15,19:45
1847,1,11:00,12:15
1847,2,9:45,10:45
1847,5,9:45,10:45
1847,3,5:45,8:00
1847,4,15:00,19:45
1847,6,10:45,23:59
1847,0,00:00,1:00
1848,0,00:00,23:59
1848,4,11:00,16:45
1848,1,5:30,14:30
1848,2,11:00,20:15
1848,6,11:00,20:15
1848,3,11:45,21:45
1848,5,15:15,16:15
1849,0,8:15,12:15
1849,1,14:00,20:30
1849,2,7:00,14:15
1849,4,7:00,14:15
1849,3,15:30,23:59
1849,4,00:00,3:15
1849,5,5:00,23:59
1849,6,00:00,3:30
1849,6,14:45,23:59
1849,0,00:00,3:45
1850,0,00:00,23:59
1850,4,6:30,15:30
1850,1,15:30,23:59
1850,2,00:00,2:15
1850,2,17:15,23:59
1850,3,00:00,12:45
1850,3,16:00,23:59
1850,4,00:00,3:45
1850,5,13:00,23:59
1850,6,00:00,2:15
1850,6,15:00,21:30
1851,0,00:00,23:59
1851,4,5:30,22:00
1851,5,5:30,22:00
1851,1,7:00,21:30
1851,2,16:30,23:59
1851,3,00:00,2:45
1851,3,17:15,23:59
1851,4,00:00,1:30
1851,6,8:00,23:59
1851,0,00:00,3:00
1852,0,12:45,22:15
1852,1,12:45,22:15
1852,2,7:45,15:30
1852,3,8:15,17:45
1852,4,12:30,19:45
1852,5,5:00,20:30
1852,6,12:30,13:30
1853,0,11:15,18:15
1853,1,5:30,20:15
1853,3,5:30,20:15
1853,2,13:15,23:59
1853,3,00:00,12:30
1853,4,10:30,18:45
1853,5,7:15,17:15
1853,6,8:30,17:30
1854,0,00:00,23:59
1854,1,00:00,23:59
1854,4,8:30,9:00
1854,2,16:15,23:59
1854,3,00:00,12:00
1854,3,8:30,21:00
1854,5,17:30,23:59
1854,6,00:00,3:15
1854,6,17:15,23:59
